asin,quarter,brand_grouped_50,nest_id,share,price_observed,mc,elas_own,price_nomerger,price_merger,merger_effect_pct,model_fit_pct
B0000535K8,2019Q1,Sensodyne,10,0.000999690096070218,5.66662973843486,2.41208487225034,-1.75519478412439,5.66662973843486,5.66662973843486,,
B0000535K8,2019Q2,Sensodyne,10,0.000778828330659356,6.62095038262158,3.36013270219772,-2.93554212027615,6.62095038262158,6.62095038262158,,
B0000535K8,2019Q3,Sensodyne,10,0.00130056769780009,6.26883903551287,3.01394351191387,-2.68870408887793,6.26883903551287,6.26883903551287,,
B0000535K8,2019Q4,Sensodyne,10,0.00145607035731967,6.01334692284387,2.75247342378166,-1.8617368545225,6.01334692284387,6.01334692284387,,
B0000535K8,2020Q2,Sensodyne,10,0.000378413765179122,5.82741890211961,2.55510083473635,-2.67091569697121,6.56648091056956,6.56651825194759,0.00056866651320074,12.6831340297013
B0000535K8,2020Q3,Sensodyne,10,0.00100468854655057,5.95300813849209,2.66273296366852,-2.63897854254561,6.22952117683621,6.2295280310864,0.000110028523811918,4.64504475991454
B0000535K8,2020Q4,Sensodyne,10,0.000376287845150026,5.65938437071439,2.37605389553659,-2.63983292906052,6.17158647279899,6.17159664686884,0.000164853395503057,9.05067128511357
B0000535K8,2021Q2,Sensodyne,10,0.000416020102091333,4.5710006929852,1.27722378291038,-2.13490317472125,6.17234341206233,6.17234579475398,3.86027071121802e-05,35.0327031064829
B0000535K8,2021Q3,Sensodyne,10,0.00122522993481777,4.97110718679403,1.68545902988206,-2.22288809362618,6.17058240128111,6.17058843045579,9.77083569657839e-05,24.1290561355875
B0000535K8,2021Q4,Sensodyne,10,0.000408409978272589,5.06924168287002,1.77674420188131,-2.37038621444979,6.16505921990317,6.16506515512929,9.62720048834327e-05,21.617108451591
B0000535K8,2022Q1,Sensodyne,10,0.000697700379549007,5.29793137754245,2.01308045262337,-2.42192702745872,6.1614148786234,6.16141657353318,2.75084508008963e-05,16.2985349272545
B0000535K8,2022Q2,Sensodyne,10,0.000372106869092803,5.57941150175687,2.29673770496936,-2.59421976197186,6.16134328458238,6.16134454995311,2.05372541591888e-05,10.4300076811505
B0000535K8,2022Q3,Sensodyne,10,0.000769876280881662,5.45913653624466,2.18343581065159,-2.46250692542787,6.15774090668752,6.15774349512728,4.20355418792246e-05,12.7970230135183
B0006PKIQA,2018Q1,Other,7,0.00163363991309036,10.4697928895692,7.20722077361848,-4.73911768823107,10.4697928895692,10.4697928895692,,
B0006PKIQA,2018Q2,Other,7,0.00142509013695116,10.4425961227206,7.18483485884572,-4.72748239228509,10.4425961227206,10.4425961227206,,
B0006PKIQA,2018Q4,Other,7,0.00309134937400175,10.3399526743417,7.08788086081342,-4.27493195549261,10.3399526743417,10.3399526743417,,
B0006PKIQA,2019Q1,Other,7,0.000999690096070218,10.2762715463845,7.01514725642748,-4.74266470237111,10.2762715463845,10.2762715463845,,
B0006PKIQA,2019Q2,Other,7,0.000778828330659356,10.2377807728624,6.97952868566615,-4.74950669280003,10.2377807728624,10.2377807728624,,
B0006PKIQA,2020Q2,Other,7,0.000378413765179122,10.0593508260295,6.79580368021251,-4.74298976059903,10.3536045459118,10.3536073268986,2.68600837346e-05,2.92520368320095
B0006PKIQA,2020Q3,Other,7,0.000334896182183523,10.0765841675793,6.82628533642554,-4.73237553974219,10.3427962119527,10.3427975094265,1.25447096560066e-05,2.64190064231999
B0006PKIQA,2022Q3,Other,7,0.000384938140440831,8.81523070227818,5.55609438392977,-4.14933528923107,10.3489959096285,10.3489974693396,1.50711348240483e-05,17.399054192252
B000FGDID0,2018Q2,JASON,5,0.00285018027390232,2.90479913791043,-0.334311977754896,-1.05972570262295,2.90479913791043,2.90479913791043,,
B000FGDID0,2020Q1,JASON,5,0.000374185678417344,3.30212135004822,0.0683881938490543,-1.49598395286594,2.90134184150511,2.90134345887223,5.57454865493046e-05,-12.1369825239807
B000FGDID0,2020Q3,JASON,5,0.00100468854655057,4.19223918551247,0.961566445925555,-1.57846695064504,2.89817256829572,2.89817298270693,1.42990522638326e-05,-30.8681386137884
B000FGDID0,2021Q1,JASON,5,0.000701353261117326,6.29369732882966,3.06163383425844,-2.65049984528645,2.90440955758423,2.90441076179258,4.14613821366851e-05,-53.8520743841893
B000FGDIRQ,2018Q1,JASON,5,0.00490091973927107,5.41556195749875,2.17441431327623,-1.6708778963378,5.41556195749875,5.41556195749875,,
B000FGDIRQ,2018Q2,JASON,5,0.00142509013695116,4.94708112565633,1.707970009991,-2.08228174949853,4.94708112565633,4.94708112565633,,
B000FGDIRQ,2018Q3,JASON,5,0.00499845048035109,3.47672037097358,0.235255027213968,-1.07257675226017,3.47672037097358,3.47672037097358,,
B000FGDIRQ,2018Q4,JASON,5,0.00206089958266784,3.11218172212008,-0.119741987860087,-0.962950243073398,3.11218172212008,3.11218172212008,,
B000FGDIRQ,2019Q1,JASON,5,0.00299907028821066,3.1099392446186,-0.125025682332277,-0.961351765736106,3.1099392446186,3.1099392446186,,
B000FGDIRQ,2019Q2,JASON,5,0.000778828330659356,3.84065735460015,0.612880430731738,-1.18987694787694,3.84065735460015,3.84065735460015,,
B000FGDIRQ,2019Q3,JASON,5,0.00130056769780009,3.79921657596527,0.567649228051271,-1.38785148681409,3.79921657596527,3.79921657596527,,
B000FGDIRQ,2019Q4,JASON,5,0.00145607035731967,4.82224033333037,1.59227423568539,-1.49296933390302,4.82224033333037,4.82224033333037,,
B000FGDIRQ,2020Q1,JASON,5,0.00149674271366938,4.54760549880671,1.31387234260754,-1.73326834348303,4.06636326628392,4.06636488365105,3.97742902081571e-05,-10.5822858926954
B000FGDIRQ,2020Q2,JASON,5,0.00151365506071649,4.30586376224803,1.07448673475454,-1.47679569580175,4.06175161641745,4.0617520973813,1.18412914414431e-05,-5.66928445360948
B000FGDIRQ,2020Q3,JASON,5,0.000334896182183523,4.80664523595715,1.57597249637024,-2.13179213445318,4.06319399166854,4.06319440607975,1.01991489994872e-05,-15.4671458653918
B000FGDIRQ,2020Q4,JASON,5,0.0015051513806001,4.27827745107168,1.04815258441406,-1.32449289971215,4.06112839499799,4.06112924597375,2.09541702585001e-05,-5.07559894329749
B000FGDIRQ,2021Q1,JASON,5,0.000701353261117326,4.70010078471995,1.46803729014873,-1.97937964790046,4.06943097603781,4.06943218024616,2.9591565812891e-05,-13.4181932124541
B000FGDIRQ,2021Q2,JASON,5,0.000416020102091333,3.81747139240506,0.590866019953549,-1.18312311291561,4.0572245739473,4.05722462175812,1.17841203968171e-06,6.28041980432528
B000FGDIRQ,2021Q4,JASON,5,0.000816819956545178,4.43801077966925,1.2074701998822,-1.74535680053847,4.06298857309423,4.06298932854716,1.85935283066525e-05,-8.45021496658113
B000FGDIRQ,2022Q2,JASON,5,0.000744213738185607,4.30313190011851,1.07546678764449,-1.33320271780617,4.05857588973279,4.05857595381268,1.57887618227266e-06,-5.68320823024493
B000FGDIRQ,2022Q3,JASON,5,0.00115481442132249,4.14080829290506,0.910571487754172,-1.4552124496168,4.06163854845333,4.06163885522088,7.55280284411772e-06,-1.91193197279448
B000MGWIE8,2019Q2,Other,7,0.000778828330659356,6.55056279769366,3.29231071049741,-3.03893417328513,6.55056279769366,6.55056279769366,,
B000MGWIE8,2020Q4,Other,7,0.000376287845150026,3.37648033237387,0.126760692607024,-1.58201340343711,6.53991326912154,6.53991695606375,5.63760107619956e-05,93.6903613315523
